id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
7501,Amadou Haidara,RasenBallsport Leipzig,0.1964,0.0,0.0,-,-,0.0497,0.114,0.0343,0.0,0.3879,0.0,0.0,0.0582,0.1631,0.3437,0.075,0.0,0.0,0.0,0.0,0.0943,0.0,1.5166
6475,Lucas Höler,Freiburg,0.5671,0.0,0.0,0.1656,0.0,0.0,0.1315,0.1585,0.0,0.0,0.0659,0.0662,0.0702,0.078,0.0,0.0649,0.0,0.0606,0.0866,0.0,0.0,0.0,1.5151
3339,Jérôme Roussillon,Wolfsburg,0.0,0.0201,0.1307,0.0112,0.0351,0.041,0.3899,0.3846,0.3896,0.0203,0.0,0.0775,-,-,-,-,-,-,-,-,-,-,1.5
6531,Alexander Sørloth,RasenBallsport Leipzig,-,0.0,0.0257,0.0753,0.2654,0.204,0.0,0.0,0.0,0.0,0.0189,0.0,0.0522,0.0,0.0,-,0.3735,0.1948,0.0,0.2808,0.0,0.0,1.4906
1275,Robin Quaison,Mainz 05,0.3179,0.0525,0.0,0.0,0.1045,0.0,0.0,0.0,0.3571,0.0,0.0452,0.0,0.0,0.606,0.0,0.0,0.0,0.0,0.0,-,-,-,1.4832
5680,Thomas Meunier,Borussia Dortmund,0.0,0.0499,0.0,0.0777,0.1502,0.741,0.0866,0.0,0.0,-,-,-,0.0,0.0,0.2431,0.1272,0.0,-,-,-,-,0.0,1.4757
3310,Alassane Pléa,Borussia M.Gladbach,0.0451,0.0571,0.2398,-,0.0727,0.0,0.0,-,0.7496,0.0,0.0183,0.0,-,0.0,-,0.0,0.1445,0.0,0.0,0.0,0.1333,0.0,1.4604
2640,Erik Durm,Eintracht Frankfurt,-,-,-,-,-,-,-,0.0,0.0,0.021,0.0955,0.0,0.2683,0.0,0.4737,0.221,-,0.3795,-,0.0,0.0,-,1.459
5706,Dodi Lukebakio,Hertha Berlin,0.2007,0.1269,0.0187,0.2837,0.4392,0.0681,0.0,0.0181,0.0,0.0434,0.0,0.0,0.0814,0.0336,0.0932,0.0,0.0,-,0.0451,0.0,0.0,0.0,1.4521
5250,Yussuf Poulsen,RasenBallsport Leipzig,0.124,0.0898,-,0.0,0.1178,0.0,0.0,0.0,-,0.0,0.6192,0.0,0.0411,0.0262,0.0,0.0,0.0,-,0.0,0.0,0.4075,0.0,1.4256
186,Karim Bellarabi,Bayer Leverkusen,0.0269,0.4922,0.3245,0.0,0.0,0.0,0.0239,0.0,-,0.0,0.1203,0.0,-,0.0,-,-,-,0.0,0.4308,-,-,-,1.4186
315,Matthias Ginter,Borussia M.Gladbach,0.0294,0.0,0.2836,0.0,0.0,0.0,0.0,0.0,0.0764,0.0,0.8111,0.0,0.0649,0.0859,0.0,0.0,0.0,0.0,0.0,0.0496,0.0,0.0,1.4009
2693,Marius Wolf,FC Cologne,-,-,0.0162,0.333,0.1333,0.0,0.0445,0.0,0.5813,0.0289,0.017,0.0,0.0,0.0257,0.0,0.0966,0.0,0.0,0.1151,-,0.0,0.0,1.3916
7289,Amin Younes,Eintracht Frankfurt,-,-,-,0.0,0.0,0.359,0.428,-,-,-,0.0,0.0,0.0379,0.0,0.0246,0.0189,0.1156,0.0157,0.2145,0.0559,0.0352,0.0433,1.3486
5735,Jean-Philippe Mateta,Mainz 05,0.0,0.6944,0.0,0.0638,0.411,0.0,0.0184,0.0671,0.055,0.012,0.0,0.0244,0.0,0.0,0.0,-,-,-,-,-,-,-,1.3461
7059,Benito Raman,Schalke 04,0.0,0.0,-,0.0421,0.0,0.0,0.039,0.0653,0.0436,0.0,0.8431,0.0951,0.0611,-,0.0,0.0,0.0203,0.082,-,0.0,0.0,0.0,1.2916
228,Sebastian Rode,Eintracht Frankfurt,0.0133,0.0,0.0,0.1563,0.1694,0.1515,-,-,0.0,0.0925,0.0599,0.0,0.3261,-,0.0,-,-,0.0,0.0,0.0,0.0,0.3054,1.2744
7814,Taiwo Awoniyi,Union Berlin,-,0.0,-,0.0,0.0147,0.0,0.0,0.1076,0.032,0.0,0.0892,0.0,0.1597,0.1231,0.2966,0.0,0.0,0.0539,0.058,0.0256,0.3086,-,1.269
249,Danny da Costa,Mainz 05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5127,0.0,0.1661,0.5865,0.0,1.2653
8171,Hannes Wolf,Borussia M.Gladbach,0.334,0.0,0.0766,0.0,0.2759,0.0,0.0,0.4111,0.0858,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2274
7877,Robert Andrich,Union Berlin,0.0,0.0541,0.0,0.1533,0.0259,0.2934,0.0,0.0,0.0,0.0137,-,-,-,0.4116,0.0256,0.0536,0.0466,0.0,0.0186,0.0,0.0913,0.0274,1.2151
4340,Grischa Prömel,Union Berlin,0.0256,0.0883,0.0119,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0426,0.4814,0.0,-,0.4062,-,0.0,-,-,0.1482,0.0,1.2042
88,Mark Uth,Schalke 04,0.0,0.0966,0.0,-,-,0.008,0.1418,0.4761,0.3355,0.0344,0.0,-,-,0.0,0.0703,0.0,0.0,0.037,0.0,0.0,-,-,1.1997
7109,Leandro Barreiro Martins,Mainz 05,0.0,0.0,-,-,0.0,-,0.0,0.8945,0.1014,0.0,-,0.0,0.0,0.0545,0.0875,0.0,0.0,0.0,-,0.0,0.0,0.0577,1.1956
5294,Salih Özcan,FC Cologne,0.0846,0.0,-,0.0,0.0,0.0,0.0,0.0,0.2317,0.4693,0.0,0.0113,0.0,0.0,0.0,0.0,0.0,-,0.0,0.3533,0.0414,0.0,1.1916
6081,Dennis Geiger,Hoffenheim,0.6809,0.1254,0.0,0.1903,0.0638,0.0,-,0.0666,0.0353,-,-,-,0.0161,-,-,-,-,-,-,-,-,-,1.1784
1673,Edimilson Fernandes,Mainz 05,-,-,-,0.0,0.0,0.0,0.0436,0.0441,0.3747,0.11,0.0239,0.4951,0.0,0.015,-,-,-,-,0.0671,-,-,-,1.1735
188,Kevin Kampl,RasenBallsport Leipzig,0.2095,0.0183,0.0,-,0.0116,0.0,0.2388,0.0,0.0,0.0,0.04,0.0,0.3086,0.2889,-,0.0,0.0234,-,0.0,0.0324,0.0,-,1.1715
1236,Patrik Schick,Bayer Leverkusen,0.0,0.0084,0.144,-,-,-,-,0.0,0.0,0.0832,0.3489,0.0185,0.132,0.0,0.0,0.074,0.0565,-,0.0,0.2346,0.0,0.0671,1.1672
