id,name,team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,total
5962,Tanguy NDombele Alvaro,Tottenham,0.0,0.0,0.0,0.0315,0.0,0.1032,0.0,0.4771,0.2875,0.0,-,0.018,-,0.0,0.1628,0.0,0.685,0.0,0.0,0.0,0.0,-,1.7651
1683,Ryan Fraser,Newcastle United,-,0.0,-,0.0,0.0,0.0,0.0,-,-,-,-,0.1264,0.0,-,-,-,0.0648,-,0.0,0.0328,0.6423,0.8774,1.7437
8285,Sander Berge,Sheffield United,0.0476,0.0,0.1047,0.0,0.0263,0.0633,0.2417,0.5658,0.0205,0.659,0.0105,0.0,0.0,-,-,-,-,-,-,-,-,-,1.7394
7187,Sergio Reguilón,Tottenham,-,-,-,0.2885,0.5141,-,0.2835,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.5597,0.0,-,-,-,-,1.7112
531,Michail Antonio,West Ham,0.0244,0.0,0.0168,0.2057,0.0901,0.0,-,-,-,0.0,-,-,-,-,-,0.0,0.0772,0.0,0.4898,0.5607,0.0,0.2313,1.696
6049,Solly March,Brighton,0.3049,0.031,0.0233,0.1136,0.2387,0.0546,0.0164,-,0.0,0.0,0.0296,0.1571,0.0789,0.132,0.0,0.0,0.1493,0.0,0.0304,0.1007,0.1682,0.0502,1.6789
6756,Dwight McNeil,Burnley,0.1586,0.0,0.1466,0.1065,0.0236,0.0,0.0744,0.3074,0.0,0.4189,0.0817,0.0,0.1234,-,-,0.0,0.0,0.1041,0.1306,0.0,0.0,-,1.6758
6162,Cengiz Ünder,Leicester,-,-,-,0.0,-,0.3723,1.0474,-,0.0,0.2062,-,-,0.0,-,-,-,-,-,-,0.0381,0.0,-,1.664
6817,Fred,Manchester United,-,0.0,0.0,0.0346,0.0,0.0,0.6092,0.0633,0.0496,-,0.0286,-,0.0378,0.3026,-,0.0,-,0.0232,0.077,-,0.0,0.398,1.6239
5560,Scott McTominay,Manchester United,0.1808,-,0.0,0.2167,0.0,0.0098,0.0226,0.0,-,0.0,0.0,0.0,1.0588,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0829,1.5716
8940,Antonee Robinson,Fulham,-,-,-,0.0468,0.029,0.1668,0.026,0.0,0.1418,0.4219,0.0,0.015,0.2461,0.0737,0.305,0.0365,0.0483,-,-,0.0,0.0129,-,1.5698
7709,John Fleck,Sheffield United,0.0879,0.0,-,0.0094,-,-,-,-,0.0175,0.0373,0.0777,0.0784,0.1132,0.0,-,0.0,0.0084,0.0991,0.5518,0.2841,0.0226,0.1815,1.5689
1678,Michy Batshuayi,Crystal Palace,-,0.0,0.0,-,0.0,0.7475,0.0,-,0.0766,0.0925,0.0,-,-,0.0,0.0311,-,-,-,0.0,0.0,0.6198,0.0,1.5675
7230,Emile Smith-Rowe,Arsenal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1058,0.1133,0.8939,0.0,0.2471,0.0,0.1574,0.0386,1.5561
5584,Aaron Wan-Bissaka,Manchester United,-,0.0,0.0,0.0471,0.0,0.0,0.0,0.1111,0.0738,0.0295,0.0,0.0,0.0,-,0.0,0.3985,0.0212,0.0,0.2324,0.1727,0.4533,0.0,1.5396
1737,Matt Phillips,West Bromwich Albion,-,0.0,0.0,-,0.0,0.0,0.1454,0.0,-,0.0,0.3168,0.2197,0.028,0.0,0.0,0.0,0.3794,-,-,0.0,0.0,0.4467,1.536
6441,Ferrán Torres,Manchester City,0.0,0.0244,0.1198,-,-,0.0,0.0,0.0201,0.1014,-,0.0,-,0.0,0.3705,-,-,0.0,-,0.126,0.7678,-,-,1.53
501,Danny Welbeck,Brighton,-,-,-,-,-,-,0.0,0.4942,0.3115,0.0751,0.5772,0.0,0.0,0.0,0.0633,-,-,-,-,-,-,-,1.5213
633,James McArthur,Crystal Palace,0.4172,0.0,0.0826,0.0643,0.0,-,-,0.0,0.0469,0.1049,0.0823,0.46,0.0,0.0,0.0804,0.0,0.1571,0.0,0.0074,0.0172,-,-,1.5203
6122,Douglas Luiz,Aston Villa,0.0243,0.0,0.0,0.0,0.0168,0.4885,0.1661,0.0184,0.0314,0.061,-,0.1684,0.0,0.0,0.0,0.0,0.0283,0.5169,0.0,0.0,-,-,1.5201
318,Pierre-Emerick Aubameyang,Arsenal,0.0644,0.4758,0.0,0.0,0.4798,0.0647,0.0564,0.175,0.0139,0.0,0.0,0.0802,0.086,-,-,0.0,0.0,0.0,0.0,-,-,0.0,1.4962
486,Adam Lallana,Brighton,0.0794,0.0,0.0,0.0201,0.0,0.426,0.0516,0.4796,0.2719,0.0,-,-,0.0,0.12,0.0275,-,0.0,-,-,-,0.0,0.0166,1.4927
842,Oriol Romeu,Southampton,0.0,0.0182,0.0,0.0272,0.0,0.0476,0.0,0.1431,0.0515,0.0,0.0449,0.3161,0.458,0.0665,-,0.2933,-,-,-,0.0,-,-,1.4664
556,Marcus Rashford,Manchester United,0.0528,0.0166,0.0224,0.2393,0.0579,0.1153,0.1576,0.0,0.4303,0.0776,0.1083,0.0578,0.0392,0.0,0.0,0.0,0.0632,0.0,0.0,0.0,0.0,0.0206,1.4589
8379,Alexis Mac Allister,Brighton,-,-,-,-,0.0,0.0,0.0,-,-,-,-,0.0,-,-,-,0.0201,-,0.0752,0.7786,0.3721,0.1983,-,1.4443
6854,Diogo Jota,Liverpool,-,-,0.0,0.0205,0.2039,0.0,0.0,0.0,1.1535,0.0,0.0573,-,-,-,-,-,-,-,-,-,-,-,1.4352
1746,Jeff Hendrick,Newcastle United,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,-,0.0,-,-,-,-,0.4108,0.0,0.1031,0.0479,0.0705,0.0,1.4193
757,Jeffrey Schlupp,Crystal Palace,0.0,0.4253,-,-,0.0,0.1234,0.0,0.3824,0.0,0.0,0.1387,0.089,0.0,0.0483,0.0,0.204,0.0,-,-,-,-,-,1.4111
3277,Alexandre Lacazette,Arsenal,0.1102,0.0,0.0462,-,0.0,0.0791,0.0737,0.0,-,0.0,0.0974,0.1252,-,0.0572,0.0,0.0,0.1234,0.0,0.1459,0.4577,0.0,0.0931,1.4091
7708,John Lundstram,Sheffield United,0.0702,0.0478,0.1326,0.0079,0.0635,0.0152,0.397,0.0,0.0,0.0,0.1165,-,-,0.0,-,-,-,0.1107,0.0,0.3615,0.0,0.072,1.3949
884,Matt Targett,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.1731,0.0338,0.0,0.1539,0.0627,0.1172,0.1306,0.0,0.0,0.0,0.0,0.0,0.6238,0.0979,0.0,-,-,1.393
605,Jordan Henderson,Liverpool,0.0,0.0294,-,-,0.0993,0.3096,0.0,0.0,-,0.0,0.2447,0.0,0.0,0.0,0.0359,0.2972,0.0,0.0262,-,0.0,0.0495,0.2904,1.3822
5543,Gabriel Jesus,Manchester City,0.2442,-,-,-,-,-,0.0223,0.081,0.2098,0.1337,0.3786,0.0148,-,-,-,0.0,0.0386,0.1151,0.0299,0.0973,0.0,-,1.3653
782,Ben Chilwell,Chelsea,-,-,-,0.1218,0.1859,0.0602,0.0,0.1713,0.0,0.0987,0.0886,0.0,0.5752,0.0,0.0,0.0599,0.0,0.0,0.0,0.0,-,-,1.3616
910,Harrison Reed,Fulham,0.0,0.0236,-,-,-,0.016,0.057,0.5162,0.0342,0.0393,0.1816,0.0,0.0,-,0.0,0.0467,0.0,0.0265,0.0,0.4026,0.0178,-,1.3615
101,Allan Saint-Maximin,Newcastle United,0.0,0.0,-,0.6053,0.6239,0.0172,0.0,0.0,0.0525,-,-,-,-,-,-,-,-,-,0.0,0.0591,0.0,0.0,1.358
4391,Darnell Furlong,West Bromwich Albion,0.1402,0.0,0.5151,-,0.0073,0.0,0.0516,0.3331,0.0,0.1514,0.0898,0.0233,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,-,1.3468
2335,Pablo Fornals,West Ham,0.0,0.0407,0.0553,0.7856,0.0,0.0104,0.0,0.0,0.1797,0.0,0.0,0.0,0.0134,0.0,-,0.0445,0.019,0.0,0.0252,0.1581,0.0,0.0,1.3319
2496,Rodri,Manchester City,0.0289,0.0,0.0,0.0556,0.0345,0.0,0.0,0.1998,0.0,0.1207,0.0,0.0385,0.0,0.0,0.0,0.0,-,0.7594,0.0,0.0,0.0736,-,1.311
2662,Christian Pulisic,Chelsea,-,-,-,0.0,0.0635,0.0,-,-,-,0.0,0.0,-,0.0824,0.4693,0.0984,0.0,0.0609,0.373,0.0522,0.0,0.0992,0.0,1.2989
6891,Ryan Fredericks,West Ham,0.2652,0.6696,0.1616,-,-,-,-,-,-,-,-,-,-,0.0,-,0.0272,-,-,-,0.0,0.0,0.1751,1.2987
